circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,hour,day_of_week,month,temperature,humidity,area_type,population_density,solar_capacity,solar_generation,renewable_type,renewable_percentage
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,BHAVANI NAGAR(GRP B),DOMESTIC,1,814,810.0,73266,1189.26,15,2,7,37.705309177654115,39.44583541090584,rural,5867,427.9832343159438,396.6578917886995,solar,33.35333667900203
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,BHAVYASAI SCHOOL GREEN HILLS,DOMESTIC,1,763,751.0,83477,1778.26,2,4,12,32.3819396667852,33.925969294103325,rural,7802,437.1083863062884,411.1523808937127,solar,23.121049840502103
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,BHRAMAN BASTI(GRP B),DOMESTIC,1,580,578.0,49475,761.22,12,2,9,20.434022881888286,44.35059417874947,industrial,8707,336.92989347464686,248.2991334794766,solar,32.61857721545369
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,CHAINTYA COLONY(GRP A),DOMESTIC,1,650,644.0,63476,1719.11,13,1,3,37.407870881051885,40.66766479156634,industrial,3977,430.49867961372684,385.56102471730327,solar,22.42794380332284
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,CHURCH GAGILAPUR-214(GRP B),DOMESTIC,1,1078,1030.0,84759,1421.2,7,0,6,36.79568985390234,64.71126995751264,industrial,2527,585.2233030901117,381.3997659984871,solar,26.83645975221553
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,50 YARDS AND 60 YARDS,DOMESTIC,1,675,671.0,73391,1301.46,11,6,5,20.976997350190324,71.8758400070274,rural,6478,319.21286113368694,240.03363131418104,solar,18.44341211517688
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,AKASH LAYOUT,DOMESTIC,1,746,743.0,118200,3402.0,22,3,5,22.50568917155984,30.275446864531816,urban,4049,1515.928861730862,1165.596815763797,solar,34.26210510769538
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,AYYAPA SOCITEY,DOMESTIC,1,596,595.0,83532,2143.0,22,5,10,31.127120214883895,56.37722175358823,urban,4094,751.9252816301612,491.1220351546066,solar,22.91750047385005
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,D P PALLY (AGL)(GRP M),DOMESTIC,1,1,344.0,0,1.0,21,6,8,20.857051357283698,67.37875531807876,industrial,7959,0.3237280834405608,0.25692838148422453,solar,25.692838148422453
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,D.P.PALLY HV(GRP M),DOMESTIC,1,29,29.0,21947,893.0,20,6,1,28.223359566868275,41.57254118573559,industrial,5376,268.82393896937543,247.73652908431376,solar,27.742052529038496
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,D.POCHAMPALLY(GRP B),DOMESTIC,1,1489,1396.0,188772,3104.5,7,3,1,39.50721296156554,84.05825006535437,industrial,3824,1261.4136698500065,1226.7983471201578,solar,39.51677716605437
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DAYANAND NAGAR,DOMESTIC,1,620,618.0,55248,801.96,20,0,3,23.45552299387829,62.940736213704376,rural,2520,181.576328357213,118.45528618090144,solar,14.770722502481599
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DOCTOR BASTI,DOMESTIC,1,777,775.0,75347,1037.93,8,3,11,24.121916464701087,50.7238667129922,industrial,6472,474.18791655345774,456.41434592695623,solar,43.973519016403436
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DOUBLE BEDROOMS DP PALLY,DOMESTIC,1,1371,1371.0,78051,2742.0,0,4,2,33.526967630413,31.12053688522443,rural,8712,1174.5997637876565,955.6845052685619,solar,34.853555990830124
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DP PALLY NON CT(GRP M),DOMESTIC,1,16,16.0,8001,117.73,5,6,2,20.87956418101719,59.05841187619243,urban,8720,36.71815423030142,29.380261147848813,solar,24.955628257749776
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DP PALLY(GRP A),DOMESTIC,1,1939,1911.0,215747,3561.49,22,4,2,36.41372323023956,50.15676196994265,rural,9419,1756.8482482053225,986.353152982125,solar,27.694957812099013
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,BALAJI VENTURE,DOMESTIC,1,1550,1543.0,243892,7075.4,18,4,4,23.980623050679178,88.1727775195858,industrial,4101,3181.2304191450526,2720.687256582913,solar,38.45276954776992
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,BESIDE JNNURM,DOMESTIC,1,29,29.0,5791,33.0,22,2,1,30.63108328178558,52.72529781770838,rural,5381,9.281124447270468,6.065286021851178,solar,18.379654611670237
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,BOWRAMPET,DOMESTIC,1,51,51.0,9401,319.0,10,0,10,24.975263218822597,85.26044492629123,rural,2521,148.75639719517687,106.09481275859554,solar,33.25856199329014
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,BOWRAMPET GPR,DOMESTIC,1,869,858.0,114718,1179.17,10,4,9,33.177638742198,71.16326318780838,rural,2814,270.8452694960743,154.58951534848393,solar,13.110027845729109
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,BOWRAMPET HV,DOMESTIC,1,17,17.0,53361,390.0,22,1,5,31.744321844778312,34.43778345174501,rural,179,158.67989184409183,97.63058010205542,solar,25.03348207745011
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,BOWRAMPET-NONCT,DOMESTIC,1,13,13.0,5538,91.46,12,4,5,38.92879467486347,85.96322865237441,rural,9997,21.895804721352526,17.756311263789588,solar,19.414291781969812
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,BOWRAMPET02,DOMESTIC,1,871,865.0,121738,1260.12,10,5,9,28.912015111541148,40.10690541337829,rural,893,620.9586572022864,501.1632574730626,solar,39.77107398287962
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,DREEM VALLUE COLONY,DOMESTIC,1,1425,1419.0,212180,6433.0,17,2,5,37.49757925448573,56.8814140336721,urban,5536,1382.5141523642005,1008.1310201337274,solar,15.671242346241682
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DUNDIGAL BAZAR(GRP B),DOMESTIC,1,1213,1175.0,128158,1404.49,22,1,11,31.516436730435025,85.38024130928082,urban,4613,378.97149998539845,308.9773342892034,solar,21.999254839066378
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DUNDIGAL HV(GRP M),DOMESTIC,1,3,3.0,115,14.0,14,6,8,38.28925304377894,79.71059319476942,urban,4654,5.026542869069537,4.692681776682493,solar,33.51915554773209
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DUNDIGAL NON CT(GRP M),DOMESTIC,1,6,6.0,1561,43.22,0,0,11,25.836441275359476,59.25490772262471,industrial,586,16.215657292254242,8.36841826208878,solar,19.362374507378018
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,DUNDIGAL(GRP B),DOMESTIC,1,509,396.0,47546,1379.97,20,0,1,30.99522095880571,42.41523250239817,urban,2812,488.33594123732075,294.403770394929,solar,21.33407033449488
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILAPAUR(GRP B),DOMESTIC,1,651,559.0,65447,842.12,6,5,1,27.800592831355452,60.55566291894881,industrial,7932,355.3993230857761,230.3269192399733,solar,27.35084301999398
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,GANESH ENCLAVE,DOMESTIC,1,156,154.0,11598,316.48,22,6,4,21.317946349086206,62.858062502722525,urban,4900,63.443629822246876,50.03084444170702,solar,15.808532748264351
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,GRAMAPANCHAYTI,DOMESTIC,1,433,433.0,59397,606.63,12,4,8,31.485316054537172,89.81619710941412,rural,4149,223.93437205319876,186.5272298297195,solar,30.748105077183702
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,HI RISE,DOMESTIC,1,1075,1071.0,187344,4189.0,11,1,3,35.88456801170825,79.44187722493253,rural,8524,1610.6141228682795,1250.9168248424176,solar,29.861943777570243
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,INDHIRAMMA STATUE,DOMESTIC,1,1136,1119.0,130673,4154.64,17,5,1,31.12407255382201,81.67902143733285,urban,9608,1091.517131528525,926.5458312788642,solar,22.30147091634568
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,JNNURM NEW BLOCKS,DOMESTIC,1,126,126.0,7887,182.0,23,1,11,25.586843283112533,89.17124548545476,urban,7536,72.38886522279547,52.353443337152136,solar,28.765628207226445
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,K V R BLOCK-A,DOMESTIC,1,481,481.0,74622,2000.0,18,4,12,25.276580733688057,61.39916091011603,industrial,5813,792.3888348131503,711.9095334185434,solar,35.59547667092717
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,KAZIPALLY ROA,DOMESTIC,1,1220,1218.0,163437,3617.57,14,6,9,24.75677081874909,65.11358933586021,industrial,9903,1298.8761806122764,696.3995205405887,solar,19.250478098297716
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,KVR COLONY,DOMESTIC,1,1208,1203.0,200068,5383.0,7,4,9,39.59263256887619,57.266653018508435,industrial,1197,1495.3260773685379,1211.1052777482473,solar,22.498704769612623
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,LANDMARK TWO-SIDE,DOMESTIC,1,913,911.0,163891,4376.38,18,3,9,27.984390824566596,37.52724260185868,rural,6654,1422.187919006965,741.8520696110809,solar,16.951271818513952
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,LAXMINAGAR-IISAVERA PIPES,DOMESTIC,1,658,656.0,75272,1663.86,9,3,9,26.337395272856746,61.51540340777086,urban,5753,468.76589249689425,288.51795224708155,solar,17.34027816325181
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILAPUR CHURCH(GRP A),DOMESTIC,1,1502,1490.0,164189,2702.52,6,4,2,28.369361514904814,64.95533308563513,industrial,9934,1164.5629795533694,618.2419962460411,solar,22.87650031252465
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILAPUR HV(GRP M),DOMESTIC,1,10,10.0,471,99.0,17,2,11,22.315958530329684,44.23632870789871,urban,7253,38.17242419637158,30.427587907127563,solar,30.734937279926832
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILAPUR NON CT(GRP M),DOMESTIC,1,2,2.0,140,15.0,15,5,11,23.920390565669962,76.96945848280109,urban,2702,3.6804610116888696,2.22748469145144,solar,14.849897943009601
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GAGILAPUR X ROAD(GRP B),DOMESTIC,1,826,808.0,79013,1852.42,19,3,11,30.178042835811265,37.46893968429135,urban,3854,685.9197725192507,374.5113987829493,solar,20.217412832022397
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GANDIMAISAMMALONGSERVICE(GRPA),DOMESTIC,1,108,99.0,11277,265.0,5,4,4,35.976943279247564,60.11995496859868,rural,9070,124.80907789991987,110.66576350927171,solar,41.76066547519687
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GANDIMAISAMMAXROAD(GRP B),DOMESTIC,1,1224,1204.0,126281,2395.63,8,1,2,37.52853380229712,69.76278508507704,rural,6881,1077.64901224762,539.1293529447871,solar,22.50470034791629
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,GOVT SERVICES(GRP A),DOMESTIC,1,2,1.0,116,3.0,20,5,7,37.31969535167221,33.295879225478274,industrial,3001,1.4020842643421632,1.0859704256060811,solar,36.19901418686937
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,DOMESTIC,1,226,225.0,48882,1764.98,12,6,11,38.89501736847723,78.24319857794244,urban,7360,838.5461853393857,804.7645739159801,solar,45.596243238789114
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,LAMBADI BASTHI,DOMESTIC,1,324,302.0,43376,1141.8,20,3,3,22.515430475563722,48.24925158269902,industrial,3205,292.82896375127575,261.7863969493788,solar,22.927517686931058
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,MODI BUILDERS,DOMESTIC,1,277,270.0,47975,1175.7,7,6,9,20.819405686830276,73.06495247242064,urban,2125,488.9614329317407,392.104709301142,solar,33.350745028590794
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,NAGARJUNA HOMES,DOMESTIC,1,298,292.0,68192,1417.26,15,2,7,22.114624360989307,36.49255508528243,urban,1702,557.4211543949232,307.4614292687578,solar,21.694073724564145
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,NCL ENCLAVE,DOMESTIC,1,1663,1642.0,282746,6516.89,12,5,8,32.01484506664902,67.21791654893148,urban,6466,1368.657383746536,1225.0784072847464,solar,18.798512899323853
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,POCHAMMA GADDA,DOMESTIC,1,554,541.0,68992,1065.1,12,5,9,31.12237971553149,63.43272740484863,rural,860,461.6799881653111,308.2544783033555,solar,28.941364970740352
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,PRAJAY GRUHUTARA APTS,DOMESTIC,1,648,635.0,76764,1162.28,16,0,8,33.42420126140625,39.000155571581516,rural,4144,304.7008793403157,175.72474971845762,solar,15.118968726852188
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,PRASHANTH NAGAR,DOMESTIC,1,228,220.0,23111,283.37,22,1,7,27.42181280831457,67.48469371188938,urban,5021,134.62984472748497,133.85195425589083,solar,47.23575334576378
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,DABEERPUR,DOMESTIC,1,1348,1321.0,103306,1168.24,19,2,9,27.83177611902613,71.47945075292344,industrial,2926,526.389607042576,287.1744402450649,solar,24.58180170556263
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,DABEERPUR AGL,DOMESTIC,1,10,344.0,0,4.08,4,2,11,30.91150179716502,59.91014070201027,industrial,2769,1.7571255893626976,1.5096096086857254,solar,37.00023550700307
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,DABEERPUR HV,DOMESTIC,1,5,5.0,3200,53.0,21,6,1,21.58112226861015,64.71460591957509,rural,7112,21.67887423372787,14.665533133028358,solar,27.670817232128975
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,GANDHI BOMMA,DOMESTIC,1,413,401.0,32669,480.38,20,2,11,35.99744332272204,83.24517344405513,urban,4041,163.82134509050272,150.82588097329264,solar,31.397202417522095
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,GANGA GRAUNDIAR,DOMESTIC,1,346,291.0,27610,581.01,16,1,4,38.45711096195388,71.86218086749253,rural,9778,255.2686337093797,197.48745239462747,solar,33.990370629529174
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,GIRMAPOOR HV,DOMESTIC,1,2,2.0,820,15.0,8,2,4,27.746904014585596,84.3572798001737,industrial,9305,6.686541987398261,6.320407543926384,solar,42.13605029284256
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,GIRMAPUR,DOMESTIC,1,917,869.0,74674,963.01,1,0,5,34.791448545246034,63.14063722273797,industrial,4225,221.05334639188112,171.799361226401,solar,17.839831489434275
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,GIRMAPUR AGL,DOMESTIC,1,15,344.0,0,7.92,17,3,8,30.97669440553755,40.491183660431226,rural,4192,2.3705936927374953,1.568843280764293,solar,19.808627282377437
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,GOWDAVALLI HV,DOMESTIC,1,62,62.0,26095,559.42,8,1,10,24.720171886567634,44.777447220734615,urban,5314,165.0264564842237,161.7690285034935,solar,28.917276554912856
MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,MAZEEDPUR,DOMESTIC,1,871,825.0,77464,918.46,5,2,1,21.35595579672173,40.58463388686759,rural,8652,218.02856758329793,158.71916329103604,solar,17.281009874249946
MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,MC PALLY,DOMESTIC,1,1,1.0,49,7.46,10,4,6,24.91797821360331,50.114912994376105,rural,4136,3.6758190408200915,3.4006434744461242,solar,45.58503316951909
MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,MURAHARIPALLY,DOMESTIC,1,653,602.0,60561,1552.83,5,3,9,32.098123092886695,58.65216900722658,rural,502,582.4328950459845,535.8377959433033,solar,34.50717695712366
MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,NAGISETTYPALLY,DOMESTIC,1,172,155.0,13525,137.48,5,6,10,20.804595520521833,45.35588955543815,urban,9876,51.82162669471436,40.487982546034296,solar,29.450089137354013
MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,NARAYANPUR,DOMESTIC,1,227,222.0,16037,155.59,12,5,8,36.72381461449104,58.53808505945155,urban,9541,48.96990502984341,36.7500965970009,solar,23.619831992416543
MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,POTHARAM,DOMESTIC,1,203,185.0,12961,134.22,10,1,2,39.40612387291296,51.86148495040908,industrial,8404,57.79585912798693,37.43201426282205,solar,27.888551827463903
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,CHINTAL MAIN ROAD,DOMESTIC,1,29,27.0,3474,27.79,13,4,7,21.670038238862627,63.32083587709051,urban,6493,9.523493155967662,7.432490583833156,solar,26.745198214584942
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,CPR COLONY,DOMESTIC,1,325,320.0,39244,477.3,1,5,5,24.933958614486954,55.71082640793924,urban,4129,201.7423984903427,158.83576768616993,solar,33.27797353575737
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,CPR COLONY-2,DOMESTIC,1,349,348.0,49771,633.82,7,4,2,33.51267230888489,56.045568454873234,urban,5664,293.71523949612856,182.14499772662444,solar,28.737653864918183
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,D T NAGAR,DOMESTIC,1,903,882.0,85674,1045.62,2,2,11,36.12160646850194,59.43727103859587,rural,4092,415.1922050279318,374.6586102875296,solar,35.831239866063164
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,DATTATREYA NAGAR-I,DOMESTIC,1,455,454.0,43992,491.77,22,1,1,26.919881833753934,89.27251383481845,industrial,4657,190.2843554504218,127.25167074379178,solar,25.876257344651314
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,DEE NAGAR,DOMESTIC,1,319,319.0,35984,444.42,20,6,2,30.30476860652916,63.3929068985934,industrial,2689,193.80052198258895,169.96890700775103,solar,38.24510755765965
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,DOWN CHERUKUPALLY,DOMESTIC,1,590,588.0,49575,633.85,2,2,11,37.835188059258854,73.40026399610616,rural,4266,222.42001142955445,221.08462931917126,solar,34.879644919014154
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,DWARAKA NAGAR,DOMESTIC,1,1387,1386.0,131801,1598.78,0,5,10,27.687966838987922,55.00473547641754,industrial,1373,709.0468995611566,707.4379309290581,solar,44.24861024838052
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,GANESH NAGAR,DOMESTIC,1,717,692.0,63319,793.98,23,6,6,21.630765469250186,49.55094343988989,rural,1317,180.82866687975346,168.47035113498515,solar,21.218462824628475
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,GANESH NAGAR MAIN ROAD,DOMESTIC,1,250,250.0,33798,286.16,18,0,11,39.89788243791303,84.99463186765217,rural,1414,78.00094164694522,72.42258874635448,solar,25.308424918351434
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,GANESH NGR JANAHITA HOSPITAL-2,DOMESTIC,1,456,455.0,50975,616.0,17,4,12,23.605604109264323,74.54161967216092,urban,5777,294.06520425772084,265.536457116689,solar,43.10656771374822
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,GANESH NGR KALKI BAVANI TMPLE ,DOMESTIC,1,451,448.0,50556,524.29,16,0,8,20.975636351974387,64.94578594546282,urban,5665,131.78461697788322,111.83662359117669,solar,21.331061738956816
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,GARDEN BASTHI,DOMESTIC,1,475,471.0,46831,522.64,19,5,3,28.21307194833331,50.18587761857365,urban,5251,175.56496532751535,103.93290450296098,solar,19.886136633813138
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,HIGH VALUE,DOMESTIC,1,16,16.0,1267,59.24,23,2,5,22.42927042586864,45.47161643242325,industrial,500,20.39139082280469,11.296514288267664,solar,19.069065307676677
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,INDRASINGH NAGAR,DOMESTIC,1,627,620.0,62363,700.52,12,6,11,39.57466768851593,45.12430078423481,urban,5718,227.84793200703524,179.10011997610457,solar,25.566738990479156
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,JANAHITA SIDE,DOMESTIC,1,501,498.0,46501,579.77,2,6,2,27.615877121245255,60.223850231373746,industrial,4118,266.7363539606863,223.6052467888078,solar,38.56792293302651
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,KAKATIYA NAGAR (MARKET SIDE),DOMESTIC,1,449,448.0,56277,681.62,0,6,12,36.51622265818216,82.48922796594344,urban,8888,289.63452760738227,202.827472719782,solar,29.75667860681641
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,KALKI BHAGAVAN TEMPLE,DOMESTIC,1,499,498.0,46095,540.1,3,3,8,23.532107790089018,82.86286921936625,urban,9110,239.29772052983006,233.1634330122021,solar,43.17041899874136
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,KALPANA SOCIETY,DOMESTIC,1,613,613.0,57134,778.0,12,4,4,22.7762951350037,74.69911582541809,industrial,5572,386.9684015769281,242.06597768264734,solar,31.113878879517653
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,KALPANA SOCIETY(COMMUNITYHALL),DOMESTIC,1,560,560.0,55754,790.0,16,3,11,32.985862600957724,62.549470076017755,industrial,5404,389.032432398621,243.4608836997577,solar,30.817833379716163
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,KANCHWALA MAINROAD,DOMESTIC,1,329,329.0,33345,354.96,10,1,10,38.1862027161967,44.09458426441141,urban,4707,165.99051334212734,155.10645537086245,solar,43.69688285183189
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,KRISHNA KUNJ APARTMENTS,DOMESTIC,1,383,383.0,70098,1934.5,1,4,12,22.2907290991997,58.7311447716468,rural,5444,715.1655939713561,539.5563113812035,solar,27.891254142217807
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,MADHUSUDHANREDDY NAGAR,DOMESTIC,1,900,898.0,84614,1041.91,15,0,6,31.78507931329844,71.68335311629272,industrial,1082,302.5611650317695,156.7234820690627,solar,15.04194048133358
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,MAHENDRA NAGAR & KAKATIYANAGAR,DOMESTIC,1,474,474.0,44854,515.12,1,3,3,21.6987898283597,65.70099896100852,industrial,6890,214.86246980202893,128.4787218969379,solar,24.94151302549657
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,MALLIKARJUNA NAGAR,DOMESTIC,1,198,198.0,26594,400.57,18,5,11,36.243258880237725,60.842047513557716,urban,6635,194.18949408063315,151.9617413481732,solar,37.936376001241534
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,GOWDAVELLY,DOMESTIC,1,208,176.0,20989,461.45,22,1,8,38.186118271434054,55.692697171999654,urban,669,229.37215818840454,152.06942875350555,solar,32.954692545997524
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,GOWDAVELLY AGL,DOMESTIC,1,24,344.0,0,17.48,18,4,8,32.57588606448867,75.1508577923491,industrial,8019,6.711754315269735,4.998228656440649,solar,28.59398544874513
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,GYANAPUR,DOMESTIC,1,408,392.0,32652,433.15,15,6,3,33.766862050825594,80.53410741829869,urban,2745,177.69578654096208,159.38961419539052,solar,36.79778695495568
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,INDIRAMMA COLONY,DOMESTIC,1,128,127.0,9794,132.6,21,5,12,21.10872929224045,73.37467422481524,rural,5246,37.60779607538216,28.112485288867916,solar,21.200969297788777
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,JAYADARSHINI ENCLAVE,DOMESTIC,1,170,170.0,6755,839.0,18,1,9,21.45954373772166,86.27565224027943,industrial,7501,218.53648101312922,160.09645116283212,solar,19.081817778645068
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,KONAIPALLY,DOMESTIC,1,136,128.0,9329,99.3,8,0,10,23.5934111198544,76.79240950195971,rural,2256,38.89103608493334,22.86826064081352,solar,23.029466909177764
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,KONAIPALLY AGL,DOMESTIC,1,5,344.0,0,3.52,0,6,5,25.476569346637547,57.03629112074789,industrial,3591,0.9417476844295591,0.539759392143632,solar,15.33407364044409
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,LINGAPUR VILLAGE,DOMESTIC,1,185,174.0,14508,131.34,9,5,10,35.19712233679708,67.00520916466567,rural,6262,41.84541419851442,29.954216577544134,solar,22.806621423438507
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,LOTUS ENCLAVE,DOMESTIC,1,156,153.0,24901,460.02,18,4,9,28.708584940257982,60.26203198916822,urban,4320,159.98237991161798,96.75752671527205,solar,21.033330445474558
MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,PRAJAY HOMES & ENGINEER SYND,DOMESTIC,1,425,408.0,54182,928.48,0,1,7,21.564993734933932,62.77939781615271,urban,7707,445.49289309709786,311.94171578026516,solar,33.597031253259644
MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,PRAJAY WATER FRONT CITY,DOMESTIC,1,1001,997.0,81634,2935.95,1,2,10,37.05290124569369,83.74199183929647,industrial,3753,1448.209087139706,1133.6217501893518,solar,38.6117525907918
MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,REDDY COLONY,DOMESTIC,1,727,727.0,70728,721.97,15,4,3,39.876534051539224,48.05151097734271,industrial,6579,197.9141416988049,110.09222824177465,solar,15.248864667752764
MEDCHAL,MEDCHAL,SHAMEERPET,ALIABAD,S C COLONY,DOMESTIC,1,279,279.0,22844,190.78,11,4,6,29.1005258541012,30.78568767377234,rural,4731,45.7098725273051,27.344992725766044,solar,14.333259631914268
